SubAgency,Description,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,Commercial Vehicle,Alcohol,Work Zone,Search Conducted,State,VehicleType,Year,Make,Model,Color,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Speeding,Violation Type
"5th District, Germantown",DRIVER FAILURE TO STOP BEFORE ENTERING HWY. FROM PRIVATE ROAD,39.155223,-77.201265,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008.0,ACURA,TSX,BLACK,Transportation Article,False,WHITE,M,MONTGOMERY VILLAGE,MD,MD,B - Unmarked Patrol,No,Warning
"6th District, Gaithersburg / Montgomery Village","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",39.120623,-77.201737,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,CADILLAC,DEVILLE,GRAY,Transportation Article,False,WHITE,M,ROCKVILLE,MD,MD,Q - Marked Laser,No,Citation
"1st District, Rockville",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,0.0,0.0,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2008.0,TOYT,SUV,BLACK,Transportation Article,False,WHITE,F,BETHESDA,MD,MD,Q - Marked Laser,Measured,Citation
"5th District, Germantown",MOTOR VEH. W/O REQUIRED STOP LAMPS EQUIPMENT,39.161742,-77.274615,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997.0,BUICK,4S,GREEN,Transportation Article,False,WHITE,M,DERWOOD,MD,MD,A - Marked Patrol,No,Warning
"3rd District, Silver Spring",FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM  COVERS,39.104103,-76.909282,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013.0,HYUN,AZERA,WHITE,Transportation Article,False,BLACK,M,OWINGS MILLS MD,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,39.08336,-77.000317,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,NISSAN,MURANO,SILVER,Transportation Article,False,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"2nd District, Bethesda",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,38.977221,-77.077137,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2000.0,FORD,E250,WHITE,Transportation Article,False,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"3rd District, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,39.046212,-76.986895,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,BUICK,REGAL,BLACK,Transportation Article,False,BLACK,M,REISTERSTOWN,MD,MD,A - Marked Patrol,No,Citation
"2nd District, Bethesda",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,39.030859,-77.075001,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,HONDA,PILOT  SUV,GRAY,Transportation Article,False,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"6th District, Gaithersburg / Montgomery Village",FAILURE TO PROPERLY MAINTAIN AND FASTEN VEHICLE REGISTRATION PLATE IN VISIBLE POSITION,39.139088,-77.212983,No,No,No,No,No,No,No,No,No,No,CT,02 - Automobile,2007.0,LAND ROVER,RANGE ROVER,"GREEN, LGT",Transportation Article,False,WHITE,M,GAITHERSBURG,MD,CT,A - Marked Patrol,No,Warning
Headquarters and Special Operations,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,39.243953,-77.153483,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2021.0,HOND,UT,WHITE,Transportation Article,False,WHITE,F,COLUMBIA,MD,MD,A - Marked Patrol,No,Warning
"6th District, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,39.151787,-77.182165,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2012.0,TOYOTA,CAMRY,SILVER,Transportation Article,False,OTHER,M,LAUREL,MD,MD,A - Marked Patrol,No,Warning
Headquarters and Special Operations,STOP LIGHTS (*),39.033568,-77.023495,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,FORD,ESCAPE,BLACK,Transportation Article,False,HISPANIC,M,SILVER SPRING,MD,MD,Q - Marked Laser,No,Repair Order
"5th District, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,39.202598,-77.137515,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,TOYOTA,COROLLA,BLACK,Transportation Article,False,WHITE,F,GERMANTOWN,MD,MD,G - Marked Moving Radar (Stationary),Yes,Warning
"4th District, Wheaton",FAILURE OF DRIVER TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERGENCY VEHICLE,39.03516,-77.025395,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,FORD,ESCAPE,SILVER,Transportation Article,False,WHITE,M,SILVER SPRING,MD,XX,A - Marked Patrol,No,Warning
Headquarters and Special Operations,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,39.04986,-77.052967,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,CHEVY,EXPRESS,WHITE,Transportation Article,False,HISPANIC,M,SILVER SPRING,MD,MA,A - Marked Patrol,No,Citation
"4th District, Wheaton",EXCEEDING MAXIMUM SPEED: 45 MPH IN A POSTED 30 MPH ZONE,0.0,0.0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,HOND,SU,TAN,Transportation Article,False,WHITE,M,FINKSBURG,MD,MD,O - Foot Patrol,Measured,Citation
"2nd District, Bethesda",Headlights (*),39.021375,-77.13945,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,SUBA,OUTBACK,RED,Transportation Article,False,WHITE,F,POTOMAC,MD,MD,A - Marked Patrol,No,Repair Order
"4th District, Wheaton",PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR,39.10689,-77.076112,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,CHRYSLER,200,GRAY,Transportation Article,False,BLACK,F,OLNEY,MD,MD,A - Marked Patrol,No,Citation
"3rd District, Silver Spring",PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,38.994848,-77.025272,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,2008.503757,NONE,NONE,BLACK,Transportation Article,False,BLACK,M,GREENBELT,MD,MD,A - Marked Patrol,No,Warning
"5th District, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH,39.147583,-77.275742,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,CHEVY,CRUZE,GREEN,Transportation Article,False,BLACK,F,DAMASCUS,MD,MD,Q - Marked Laser,Yes,Warning
"5th District, Germantown",DRIVER SENDING A TEXT MSG. WHILE OPER. VEH. IN TRAVEL PORTION OF HWY,39.178373,-77.267048,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013.0,MERZ,SLK 250,BLACK,Transportation Article,False,WHITE,F,MIDDLETOWN,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",WINDOW TINT,39.039295,-77.051767,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000.0,CHEVROLET,BLAZER,GOLD,Transportation Article,False,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Repair Order
"6th District, Gaithersburg / Montgomery Village",MOTOR VEH. EQUIPPED WITH UNLAWFULLY MODIFIED EXHAUST SYSTEM,39.045348,-76.956965,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008.0,HOND,CIVIC,BLUE,Transportation Article,False,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Warning
"5th District, Germantown",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,39.180592,-77.263358,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2007.0,CHEVROLET,TRUCK,WHITE,Transportation Article,False,BLACK,M,GLEN BURNIE,MD,MD,A - Marked Patrol,No,Citation
"6th District, Gaithersburg / Montgomery Village",FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,39.14578,-77.14506,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,LEXS,TK,BLACK,Transportation Article,False,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",EXCEEDING MAXIMUM SPEED: 50 MPH IN A POSTED 35 MPH ZONE,39.058627,-77.048327,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,HONDA,CIVIC,SILVER,Transportation Article,False,HISPANIC,M,RIVERDALE,MD,MD,A - Marked Patrol,Measured,Citation
"4th District, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,39.037602,-77.060165,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,JEEP,LIBERTY,WHITE,Transportation Article,False,WHITE,M,KENSINGTON,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,39.062193,-77.093033,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,TOYOTA,COROLLA,GRAY,Transportation Article,False,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT,39.0391,-77.05408,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,HONDA,CRV,SILVER,Transportation Article,False,HISPANIC,F,CAPITOL HEIGHTS,MD,MD,A - Marked Patrol,No,Warning
"2nd District, Bethesda",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,38.978225,-77.089738,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016.0,LEXUS,NX200,TAN,Transportation Article,False,OTHER,F,CHEVY CHASE,MD,MD,A - Marked Patrol,No,Warning
"3rd District, Silver Spring",FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,39.107025,-76.920783,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,TOYT,VAN,SILVER,Transportation Article,False,BLACK,F,BURTONSVILLE,MD,MD,A - Marked Patrol,No,Warning
"3rd District, Silver Spring",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,39.046673,-76.987088,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,FORD,EXPLO,BLACK,Transportation Article,False,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,Yes,Citation
Headquarters and Special Operations,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,38.995495,-77.029193,No,No,No,No,No,No,No,No,No,Yes,NC,02 - Automobile,2014.0,DODGE,CHARGER,SILVER,Transportation Article,False,BLACK,M,WHITSETT,NC,NC,B - Unmarked Patrol,No,Warning
"4th District, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,39.07634,-77.080175,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013.0,CHEV,SUV,BEIGE,Transportation Article,False,WHITE,F,OLNEY,MD,MD,Q - Marked Laser,Yes,Warning
"4th District, Wheaton",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,39.080223,-77.074938,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,BMW,325CI,SILVER,Transportation Article,False,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Warning
"2nd District, Bethesda",DRIVING VEH. ON HWY. WITH UNPAID REGISTRATION FEE,38.98949,-77.149143,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2020.0,TESLA,DM,BLUE,Transportation Article,False,OTHER,M,BETHESDA,MD,MD,B - Unmarked Patrol,No,Warning
"5th District, Germantown",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,39.160322,-77.27809,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2009.0,TOYOTA,SIENNA,SILVER,Transportation Article,False,ASIAN,M,GERMANTOWN,MD,MD,A - Marked Patrol,No,Warning
Headquarters and Special Operations,WINDOW TINT,39.016285,-77.098412,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2020.0,INFI,SD,GRAY,Transportation Article,False,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,No,Repair Order
Headquarters and Special Operations,GLASS (*),39.106538,-77.002165,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2001.0,DODGE,RAM3500,WHITE,Transportation Article,False,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,No,Repair Order
"4th District, Wheaton",TAG LIGHTS (*),39.04091,-77.030208,No,No,No,No,No,No,No,No,No,No,MD,06 - Heavy Duty Truck,2000.0,FORD,TK,RED,Transportation Article,False,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Repair Order
"6th District, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 34 MPH IN A POSTED 25 MPH ZONE,39.149353,-77.189175,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,MITS,GALANT,WHITE,Transportation Article,False,HISPANIC,F,GAITHERSBURG,MD,MD,Q - Marked Laser,Measured,Citation
"3rd District, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,39.101768,-76.94066,No,No,No,No,No,No,No,No,No,No,NJ,02 - Automobile,2001.0,BMW,330I,BEIGE,Transportation Article,False,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"6th District, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,39.15892,-77.192178,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2001.0,CHEVROLET,TAHOE,BLACK,Transportation Article,False,BLACK,M,ACCOKEEK,MD,MD,A - Marked Patrol,No,Warning
"3rd District, Silver Spring",DISPLAYING REG. PLATE ISSUED FOR OTHER VEHICLE / TO OTHER PERSON,38.998762,-77.032815,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1999.0,AUDI,A4,BLACK,Transportation Article,False,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"6th District, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE,39.155179,-77.201418,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,HONDA,CIVIC,GRAY,Transportation Article,False,WHITE,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,Measured,Citation
"1st District, Rockville",FAILURE TO ATTACH SINGLE REGISTRATION PLATE ON REAR OF VEHICLE AS REQUIRED,39.125502,-77.149877,No,No,No,No,No,No,No,No,No,No,PA,02 - Automobile,2018.0,DODGE,JOURNEY,WHITE,Transportation Article,False,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,No,Warning
"2nd District, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,39.002698,-77.05018,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017.0,ACURA,ILX,GRAY,Transportation Article,False,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",EXCEEDING MAXIMUM SPEED: 56 MPH IN A POSTED 40 MPH ZONE,39.072587,-77.045665,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001.0,FORD,TK,BLACK,Transportation Article,False,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Measured,Citation
"3rd District, Silver Spring",OPERATOR NOT RESTRAINED BY SEATBELT,39.038037,-76.998893,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,LEXUS,RX330,SILVER,Transportation Article,False,BLACK,M,WASHINGTON,DC,MD,A - Marked Patrol,No,Warning
"2nd District, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,0.0,0.0,No,No,No,No,No,No,No,No,No,No,IL,03 - Station Wagon,2014.0,HONDA,CRV,BLACK,Transportation Article,False,WHITE,F,DEKALB,IL,IL,M - Marked (Off-Duty),No,Warning
"3rd District, Silver Spring",HOLDER OF LEARNERS PERMIT DRIVING W/O REQ. SUPERVISION,39.075063,-76.956907,No,No,No,No,No,No,No,No,No,Yes,MD,02 - Automobile,2000.0,LINCOLN,CONTINENTAL,MAROON,Transportation Article,False,BLACK,M,SILVER SPRING,MD,FL,A - Marked Patrol,No,Citation
"1st District, Rockville",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,39.120738,-77.175312,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,FORD,FOCUS,RED,Transportation Article,False,WHITE,F,CLARKSBURG,MD,MD,A - Marked Patrol,No,Warning
"6th District, Gaithersburg / Montgomery Village",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED,0.0,0.0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,KIA,TK,BLACK,Transportation Article,False,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Yes,Warning
"6th District, Gaithersburg / Montgomery Village",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,39.158058,-77.192715,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999.0,PLYMOUTH,4D,RED,Transportation Article,False,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,39.040538,-77.05662,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2019.0,HONDA,CIVIC,WHITE,Transportation Article,False,HISPANIC,F,WHEATON,MD,XX,A - Marked Patrol,No,Citation
"4th District, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,39.058483,-77.048137,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016.0,SCIO,4S,WHITE,Transportation Article,False,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"5th District, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,0.0,0.0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000.0,TOYT,4S,BLACK,Transportation Article,False,WHITE,M,BOYDS,MD,MD,Q - Marked Laser,Yes,Warning
"2nd District, Bethesda",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,39.033003,-77.074793,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,HONA,ACCORD,BLACK,Transportation Article,False,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,39.089832,-77.044562,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017.0,MERZ,S550,WHITE,Transportation Article,False,BLACK,M,ASHTON,MD,MD,A - Marked Patrol,Yes,Warning
"3rd District, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,38.998985,-77.024615,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008.0,NISS,TK,BLACK,Transportation Article,False,WHITE,M,SILVER SPRING,MD,DC,A - Marked Patrol,No,Warning
"6th District, Gaithersburg / Montgomery Village",FALSIFYING/ATTEMPT FALSIFY WITH FRAUDULENT INTENT OFFICIAL DOCUMENT/PLATE ISSUED BY AD.,39.145472,-77.173748,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,HONDA,ACCORD,BLACK,Transportation Article,False,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"6th District, Gaithersburg / Montgomery Village",HEADLIGHTS (*),39.156877,-77.214727,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,MAZDA,PROTEGE,YELLOW,Transportation Article,False,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,No,Repair Order
"4th District, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE,0.0,0.0,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2003.0,FORD,TK,WHITE,Transportation Article,False,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,No,Citation
"5th District, Germantown",Taillights,39.180891,-77.262653,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,MAZDA,6,BLUE,Transportation Article,False,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,No,Repair Order
"2nd District, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,38.977913,-77.079567,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2023.0,FORD,TRANSIT,SILVER,Transportation Article,False,BLACK,M,CATONSVILLE,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,39.039293,-77.05643,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017.0,NISSAN,SENTRA,BLACK,Transportation Article,False,HISPANIC,M,RIVERDALE,MD,MD,A - Marked Patrol,No,Warning
"2nd District, Bethesda",HEADLIGHTS (*),0.0,0.0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,HOND,TK,BLACK,Transportation Article,False,NATIVE AMERICAN,F,SILVER SPRING,MD,MD,A - Marked Patrol,No,Repair Order
"2nd District, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,38.980203,-77.091307,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,HONDA,PILOT,MAROON,Transportation Article,False,WHITE,F,KENSINGTON,MD,MD,A - Marked Patrol,No,Warning
"2nd District, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,39.057573,-77.161255,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,TOYOTA,VERSA,SILVER,Transportation Article,False,ASIAN,F,BETHESDA,MD,GA,A - Marked Patrol,No,Warning
"6th District, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 30 MPH ZONE,39.184164,-77.171967,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000.0,DODG,CARAVAN VN,SILVER,Transportation Article,False,HISPANIC,M,MONTGOMERY VILLAGE,MD,MD,Q - Marked Laser,Measured,Citation
"5th District, Germantown",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,39.172835,-77.284122,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,FORD,TK,WHITE,Transportation Article,False,ASIAN,M,GERMANTOWN,MD,MD,A - Marked Patrol,No,Warning
"3rd District, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,39.061175,-76.961572,No,No,No,No,No,No,No,No,No,No,NC,02 - Automobile,2011.0,FORD,E150,WHITE,Transportation Article,False,WHITE,M,MONROE,NC,NC,A - Marked Patrol,No,Warning
"4th District, Wheaton",FAILURE TO STOP FOR STOPPED SCHOOL VEH. OPERATING ALTERNATELY FLASHING RED LIGHTS,39.14554,-77.00595,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,TOYOTA,HIGHLANDER,SILVER,Transportation Article,False,WHITE,M,OLNEY,MD,MD,A - Marked Patrol,No,Warning
"3rd District, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,39.087023,-76.944707,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,TOYOTA,CAMRY,BLACK,Transportation Article,False,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Warning
"2nd District, Bethesda",DRIVER MAKING IMPROPER TURN AT INTERSECTION,39.01407,-77.118148,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,PONT,TK,RED,Transportation Article,False,WHITE,M,FROSTBURG,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,39.057758,-77.052067,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2002.0,FORD,EXPLORER,TAN,Transportation Article,False,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"5th District, Germantown",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,39.312729,-77.198217,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998.0,JEEP,WRANGLER,RED,Transportation Article,False,WHITE,M,DAMASCUS,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",EXCEEDING HIGHWAY WORK ZONE SPEED LIMIT,0.0,0.0,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2015.0,HONDA,SU,WHITE,Transportation Article,False,ASIAN,M,STEPHENS CITY,VA,VA,O - Foot Patrol,Yes,Warning
"6th District, Gaithersburg / Montgomery Village",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,39.136243,-77.192623,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,TOYT,4S,GREEN,Transportation Article,False,OTHER,M,GAITHERSBURG,MD,MD,S - License Plate Recognition,No,Warning
"3rd District, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,38.998331,-77.111277,No,No,No,No,No,No,No,No,No,Yes,MD,02 - Automobile,2020.0,NISSAN,ARMADA,BLACK,Transportation Article,False,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,No,Citation
"2nd District, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH,39.045062,-77.149413,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2006.0,HOND,ACCORD,"BLUE, DARK",Transportation Article,False,BLACK,M,FREDERICK,MD,MD,Q - Marked Laser,Yes,Warning
