SubAgency,Description,Latitude,Longitude,Accident,Belts,"Personal Injury","Property Damage",Fatal,"Commercial License","Commercial Vehicle",Alcohol,"Work Zone","Search Conducted",State,VehicleType,Year,Make,Model,Color,Article,"Contributed To Accident",Race,Gender,"Driver City","Driver State","DL State","Arrest Type","Violation Type"
"4th District, Wheaton","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER",39.061147,-77.053232,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2011,BMW,335I,WHITE,"Transportation Article",False,HISPANIC,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"Headquarters and Special Operations","EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH",38.966941,-77.106615,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2018,TOYT,SD,BLACK,"Transportation Article",False,WHITE,M,BETHESDA,MD,MD,"B - Unmarked Patrol",Warning
"6th District, Gaithersburg / Montgomery Village","FAILURE TO SECURELY FASTEN REGISTRATION PLATE TO VEHICLE",39.115193,-77.208938,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2012,TOYOTA,"MATRIX 4S",ORANGE,"Transportation Article",False,WHITE,M,"MOUNT AIRY",MD,MD,"A - Marked Patrol",Warning
"1st District, Rockville","DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT",39.075308,-77.222588,No,No,No,No,No,No,No,No,No,No,DC,"02 - Automobile",2013,JEEP,SUV,GRAY,"Transportation Article",False,OTHER,F,POTOMAC,MD,MD,"A - Marked Patrol",Warning
"1st District, Rockville","FAILURE TO DISPLAY TAB ON PLATES OF VEH. AS REQUIRED BY ADM.",0,0,No,No,No,No,No,No,No,No,No,Yes,MD,"02 - Automobile",2009,HONDA,FIT,ORANGE,"Transportation Article",False,WHITE,F,ROCKVILLE,MD,MD,"A - Marked Patrol",Warning
"3rd District, Silver Spring","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER",39.007428,-77.043277,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1999,CHEVROLET,ASTRO,WHITE,"Transportation Article",False,BLACK,M,POTOMAC,MD,MD,"A - Marked Patrol",Warning
"3rd District, Silver Spring","DRIVING VEH W/ VIDEO DISPEQUIP THAT IS ON AND VISIBLE TO THE DRIVER ON HWY",39.109592,-76.930045,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2019,CHRYSLER,300,BLACK,"Transportation Article",False,BLACK,M,COLUMBIA,MD,PA,"A - Marked Patrol",Warning
"6th District, Gaithersburg / Montgomery Village","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",39.091977,-77.111462,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2014,SUBA,SW,"BLUE, DARK","Transportation Article",False,WHITE,F,ROCKVILLE,MD,MD,"A - Marked Patrol",Warning
"5th District, Germantown","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND",39.210455,-77.239762,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2010,KIA,FORTE,SILVER,"Transportation Article",False,HISPANIC,F,DAMASCUS,MD,MD,"A - Marked Patrol",Warning
"Headquarters and Special Operations","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",39.13017,-77.164142,No,No,No,No,No,No,No,No,No,No,DC,"05 - Light Duty Truck",2020,BMW,X7,BLACK,"Transportation Article",False,OTHER,M,ROCKVILLE,MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER",39.079865,-77.074098,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2017,DODGE,JOURNEY,GRAY,"Transportation Article",False,WHITE,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"5th District, Germantown","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",39.284312,-77.192553,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2008,MAZDA,4S,WHITE,"Transportation Article",False,ASIAN,M,LAYTONSVILLE,MD,MD,"A - Marked Patrol",Warning
"Headquarters and Special Operations","EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH",39.105625,-77.157333,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2008,TOYT,4S,"GREEN, LGT","Transportation Article",False,WHITE,M,DAMASCUS,MD,MD,"Q - Marked Laser",Warning
"6th District, Gaithersburg / Montgomery Village","DRIVER CHANGING LANES WHEN UNSAFE",39.15432,-77.179943,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,TOYOTA,CAMRY,RED,"Transportation Article",False,BLACK,M,"SILVER SPRING",MD,MD,"S - License Plate Recognition",Warning
"Headquarters and Special Operations","OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY",39.076149,-76.953622,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2004,TOYOTA,COROLLA,"GREEN, LGT","Transportation Article",False,WHITE,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH",39.026745,-77.04684,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2003,SAAB,4S,BLUE,"Transportation Article",False,BLACK,M,GAITHERSBURG,MD,MD,"Q - Marked Laser",Warning
"5th District, Germantown","FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,",39.169727,-77.275067,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,TOYOTA,COROLLA,GRAY,"Transportation Article",False,WHITE,F,GERMANTOWN,MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION",39.076148,-77.13789,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2012,HYUNDAI,VELASTAR,WHITE,"Transportation Article",False,ASIAN,F,ROCKVILLE,MD,MD,"A - Marked Patrol",Warning
"5th District, Germantown","DRIVER FAILURE TO STOP AT STOP SIGN LINE",0,0,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2005,MITSUBISHI,4S,GRAY,"Transportation Article",False,BLACK,M,GERMANTOWN,MD,MD,"A - Marked Patrol",Warning
"3rd District, Silver Spring","FAILURE TO PROPERLY EQUIP & LOCATE HEADLAMPS ON MOTOR VEH.",39.110177,-76.933905,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2006,NISS,ALTIMA,BLACK,"Transportation Article",False,WHITE,M,BURTONSVILLE,MD,MD,"A - Marked Patrol",Warning
"1st District, Rockville","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER",39.06887,-77.118525,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1997,TOYOTA,CAMRY,GRAY,"Transportation Article",False,WHITE,F,ROCKVILLE,MD,MD,"A - Marked Patrol",Warning
"6th District, Gaithersburg / Montgomery Village","DRIVING UNSAFE VEH. ON HWY.",39.149888,-77.145285,No,No,No,No,No,No,No,No,No,No,WV,"22 - Mobile Home",1992,WINNA,00,WHITE,"Transportation Article",False,HISPANIC,M,GAITHERSBURG,MD,MD,"A - Marked Patrol",Warning
"3rd District, Silver Spring","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER",39.00289,-77.020063,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2010,HONDA,CIVIC,"BLUE, LIGHT","Transportation Article",False,HISPANIC,F,LANHAM,MD,MD,"A - Marked Patrol",Warning
"5th District, Germantown","DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION",38.985175,-77.086922,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2004,VOLVO,S60,BLACK,"Transportation Article",False,WHITE,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"5th District, Germantown","FAILURE OF DR. TO MAKE LANE CH. TO AVAIL. LANE NOT IMMED. ADJ TO STOPPED, STANDING, PARKED VEH.",39.181566,-77.26104,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2018,HONDA,CRV,SILVER,"Transportation Article",False,WHITE,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"2nd District, Bethesda","FAILURE TO STOP AT STOP SIGN",0,0,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2014,VOLK,4S,BLACK,"Transportation Article",False,WHITE,M,BETHESDA,MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","DRIVER CHANGING LANES WHEN UNSAFE",39.047498,-77.052078,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2015,CADDILAC,TK,WHITE,"Transportation Article",False,WHITE,F,WHEATON,MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH",39.048262,-77.068797,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2011,TOYOTA,CAMRY,BLACK,"Transportation Article",False,OTHER,M,"SILVER SPRING",MD,MD,"Q - Marked Laser",Warning
"4th District, Wheaton","DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 45",39.191737,-77.006962,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2011,FORD,TK,RED,"Transportation Article",False,WHITE,F,FULTON,MD,MD,"A - Marked Patrol",Warning
"6th District, Gaithersburg / Montgomery Village","FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP",39.01121,-76.977917,No,No,No,No,No,No,No,No,No,No,DC,"02 - Automobile",1998,CHEVY,TK,BLACK,"Transportation Article",False,BLACK,M,"UPPER MALBORO",MD,MD,"A - Marked Patrol",Warning
"2nd District, Bethesda","EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH",39.07538,-77.166432,No,No,No,No,No,No,No,No,No,No,WV,"02 - Automobile",2014,CHEVY,CRUZE,RED,"Transportation Article",False,WHITE,M,MARTINSBURG,WV,WV,"A - Marked Patrol",Warning
"3rd District, Silver Spring","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",38.99594,-77.031693,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,HYUNDAI,SONATA,RED,"Transportation Article",False,BLACK,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"3rd District, Silver Spring","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",38.996077,-77.0278,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2012,TOYT,4D,SILVER,"Transportation Article",False,OTHER,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"2nd District, Bethesda","OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY",39.011428,-77.07428,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2002,TOYOTA,CAMRY,GREEN,"Transportation Article",False,WHITE,F,DERWOOD,MD,MD,"A - Marked Patrol",Warning
"1st District, Rockville","OPERATING MOTOR VEHICLE WITHOUT ADEQUATE HORN",39.059322,-77.154418,No,No,No,No,No,No,No,No,No,No,MD,"05 - Light Duty Truck",2015,INTL,TK,WHITE,"Maryland Rules",False,HISPANIC,M,ROCKVILLE,MD,MD,"A - Marked Patrol",Warning
"3rd District, Silver Spring","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER",38.992682,-77.031608,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2015,HYUN,"VELOSTAR 2S",YELLOW,"Transportation Article",False,WHITE,F,MILLERSVILLE,MD,MD,"A - Marked Patrol",Warning
"2nd District, Bethesda","DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION",39.006152,-77.11126,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2014,NISSAN,PATHFINDER,BLACK,"Transportation Article",False,BLACK,F,SUITLAND,MD,MD,"A - Marked Patrol",Warning
"5th District, Germantown","DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION",39.28897,-77.205952,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2011,HOND,FIT,RED,"Transportation Article",False,HISPANIC,F,GERMANTOWN,MD,MD,"A - Marked Patrol",Warning
"1st District, Rockville","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",39.113155,-77.162702,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2009,MAZDA,6,BLACK,"Transportation Article",False,WHITE,F,ROCKVILLE,MD,MD,"A - Marked Patrol",Warning
"3rd District, Silver Spring","DRIVER SPINNING WHEELS",39.016403,-77.005762,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2003,INFINITI,G35,BLACK,"Transportation Article",False,HISPANIC,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"6th District, Gaithersburg / Montgomery Village","DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN",0,0,No,No,No,No,No,No,No,No,No,No,FL,"02 - Automobile",2018,HONDA,HR-V,GRAY,"Transportation Article",False,WHITE,F,"BAL HARBOUR",FL,FL,"A - Marked Patrol",Warning
"4th District, Wheaton","DRIVING VEH. ON HWY. WITH SUSPENDED REG.",39.034247,-77.049032,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1997,HONDA,CRV,SILVER,"Transportation Article",False,OTHER,M,STAFFORD,VA,VA,"A - Marked Patrol",Warning
"2nd District, Bethesda","DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION",39.064965,-77.15644,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2007,LEXUS,ES350,SILVER,"Transportation Article",False,BLACK,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"1st District, Rockville","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",39.074857,-77.135528,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2015,ACUR,4S,WHITE,"Transportation Article",False,BLACK,M,BURTONSVILLE,MD,MD,"A - Marked Patrol",Warning
"3rd District, Silver Spring","DRIVER FAIL TO STOP AT STEADY CIRCULAR RED SIGNAL",38.996148,-77.02312,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2003,LEXU,TK,BLACK,"Transportation Article",False,BLACK,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"6th District, Gaithersburg / Montgomery Village","OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY",39.129003,-77.231705,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,FORD,F150,BLACK,"Transportation Article",False,WHITE,M,"MT AIRY",MD,MD,"A - Marked Patrol",Warning
"Headquarters and Special Operations","EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH",39.039363,-77.056247,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2011,NISSAN,ROGUE,GRAY,"Transportation Article",False,HISPANIC,M,KENSINGTON,MD,MD,"A - Marked Patrol",Warning
"Headquarters and Special Operations","OPERATING MOTOR VEHICLE WITH FLAT TIRE",0,0,No,No,No,No,No,No,Yes,No,No,No,MD,"05 - Light Duty Truck",2011,FORD,F350,WHITE,"Maryland Rules",False,HISPANIC,M,GAITHERSBURG,MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL",0,0,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2008,CHEV,EXPRESS,WHITE,"Transportation Article",False,OTHER,M,BELTSVILLE,MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",39.054965,-77.085297,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2012,HONDA,CRV,WHITE,"Transportation Article",False,HISPANIC,F,ROCKVILLE,MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED",39.15955,-77.065245,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1997,HONDA,CRV,GREEN,"Transportation Article",False,HISPANIC,F,BROOKEVILLE,MD,MD,"A - Marked Patrol",Warning
"3rd District, Silver Spring","DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL",38.997398,-77.029533,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2005,TOYT,4S,WHITE,"Transportation Article",False,HISPANIC,M,HYATTSVILLE,MD,MD,"A - Marked Patrol",Warning
"1st District, Rockville","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE",39.165473,-77.228055,No,No,No,No,No,No,No,No,No,No,DE,"02 - Automobile",2007,HONDA,ODYSSEY,GRAY,"Transportation Article",False,BLACK,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"1st District, Rockville","FAILURE TO RETURN TO & REMAIN AT SCENE OF ACCIDENTINVOLVING ATTENDED VEH.DAMAGE",39.088438,-77.158608,No,No,No,Yes,No,No,No,No,No,No,MD,"02 - Automobile",2011,MERCEDES,GLX,WHITE,"Transportation Article",False,WHITE,F,ROCKVILLE,MD,MD,"A - Marked Patrol",Warning
"3rd District, Silver Spring","PARKING VEH. ON PRIVATE PROPERTY W/O PERMISSION",39.01072,-76.980603,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2010,TOYT,VN,BLUE,"Transportation Article",False,HISPANIC,M,HYATTSVILLE,MD,MD,"A - Marked Patrol",Warning
"Headquarters and Special Operations","MOTOR VEH. W/O REQUIRED STOP LAMPS EQUIPMENT",39.045488,-76.985121,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1995,TOYOTA,CAMRY,TAN,"Transportation Article",False,BLACK,M,BURTONSVILLE,MD,MD,"A - Marked Patrol",Warning
"Headquarters and Special Operations","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER",39.15316,-77.212868,No,No,No,No,No,No,No,No,No,No,MD,"28 - Other",2015,LEX,RX350,BLACK,"Transportation Article",False,BLACK,F,CLARKSBURG,MD,MD,"Q - Marked Laser",Warning
"1st District, Rockville","DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE",39.083373,-77.217635,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2000,VOLK,GOLF,BLACK,"Transportation Article",False,WHITE,F,POTOMAC,MD,MD,"A - Marked Patrol",Warning
"5th District, Germantown","EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH",39.15969,-77.275222,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2002,TOYT,CAMRY,BLUE,"Transportation Article",False,BLACK,F,GERMANTOWN,MD,MD,"G - Marked Moving Radar (Stationary)",Warning
"6th District, Gaithersburg / Montgomery Village","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION",39.155963,-77.2071,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,NISSAN,"ALTIMA 4S",BLACK,"Transportation Article",False,BLACK,M,"MONTGOMERY VILLAGE",MD,MD,"A - Marked Patrol",Warning
"Headquarters and Special Operations","FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS",39.03932,-77.054605,No,Yes,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2020,HONDA,CIVIC,GRAY,"Transportation Article",False,OTHER,F,WHEATON,MD,MD,"Q - Marked Laser",Warning
"Headquarters and Special Operations","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",39.025775,-77.012307,No,No,No,No,No,No,No,No,No,No,MD,"05 - Light Duty Truck",2017,FORD,PK,WHITE,"Transportation Article",False,HISPANIC,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"3rd District, Silver Spring","FAILURE TO PROPERLY EQUIP & LOCATE HEADLAMPS ON MOTOR VEH.",39.016053,-77.04002,No,No,No,No,No,No,No,No,No,No,MD,"03 - Station Wagon",2016,TOYT,CAMRY,WHITE,"Transportation Article",False,ASIAN,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"5th District, Germantown","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER",39.177912,-77.266197,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2002,HYUNDAI,ACCENT,TAN,"Transportation Article",False,BLACK,F,GERMANTOWN,MD,MD,"A - Marked Patrol",Warning
"2nd District, Bethesda","DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED",39.038088,-77.123185,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2018,AUDI,Q7,BLACK,"Transportation Article",False,WHITE,F,"N BETHESDA",MD,MD,"Q - Marked Laser",Warning
"2nd District, Bethesda","EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH",39.02977,-77.120948,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2012,FORD,2S,GRAY,"Transportation Article",False,WHITE,M,GERMANTOWN,MD,MD,"A - Marked Patrol",Warning
"5th District, Germantown","FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED",39.229338,-77.236692,No,No,No,No,No,No,No,No,No,No,MD,"03 - Station Wagon",2007,NISS,4S,"BLUE, DARK","Transportation Article",False,WHITE,M,CAMERON,NC,NC,"A - Marked Patrol",Warning
"4th District, Wheaton","DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL",39.066171,-77.159636,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2010,JEEP,WRANGLER,WHITE,"Transportation Article",False,WHITE,M,GAITHERSBURG,MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","FAILURE TO CARRY REGISTRATION CARD WITHIN VEHICLE",39.087255,-77.089265,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2006,TOYOTA,TK,BLUE,"Transportation Article",False,ASIAN,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"Headquarters and Special Operations","EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH",39.068622,-77.003196,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2015,ACUR,4S,GRAY,"Transportation Article",False,BLACK,M,THURMONT,MD,MD,"A - Marked Patrol",Warning
"5th District, Germantown","DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING",39.095898,-77.134267,No,No,No,No,No,No,No,No,No,No,ND,"02 - Automobile",2011,NISSAN,SENTRA,BLACK,"Transportation Article",False,WHITE,M,OLNEY,MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION",39.091465,-77.06429,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2010,TOYOTA,COROLLA,WHITE,"Transportation Article",False,HISPANIC,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER",39.086548,-77.079133,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2016,DODGE,VAN,WHITE,"Transportation Article",False,HISPANIC,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"Headquarters and Special Operations","OPERATING CMV WITHOUT PROOF OF PERIODIC INSPECTION",38.9728,-77.14733,No,No,No,No,No,No,No,No,No,No,MD,"05 - Light Duty Truck",2017,MITS,"STAKE BODY",WHITE,"Maryland Rules",False,HISPANIC,M,ROCKVILLE,MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION",0,0,No,No,No,No,No,No,No,No,No,Yes,MD,"02 - Automobile",1998,FORD,EXPLORER,BLACK,"Transportation Article",False,HISPANIC,M,WHEATON,MD,XX,"B - Unmarked Patrol",Warning
"1st District, Rockville","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",39.10419,-77.190555,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2018,HONDA,CR-V,MAROON,"Transportation Article",False,WHITE,F,ROCKVILLE,MD,MD,"A - Marked Patrol",Warning
"1st District, Rockville","FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR",39.143245,-77.420213,No,No,No,No,No,No,No,No,No,No,MD,"28 - Other",2017,PORS,MACCAN,"BLUE, DARK","Transportation Article",False,WHITE,F,POOLESVILLE,MD,MD,"A - Marked Patrol",Warning
"3rd District, Silver Spring","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE",39.111263,-76.92965,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2009,HOND,ODYSSEY,SILVER,"Transportation Article",False,ASIAN,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"3rd District, Silver Spring","DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS",39.030375,-77.047753,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2003,VOLK,GOLF,"BLUE, DARK","Transportation Article",False,WHITE,M,GAITHERSBURG,MD,MD,"A - Marked Patrol",Warning
"5th District, Germantown","DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT",39.18486,-77.26416,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,NISS,4S,GRAY,"Transportation Article",False,BLACK,F,MONROVIA,MD,MD,"A - Marked Patrol",Warning
"3rd District, Silver Spring","DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE",38.999962,-77.012423,No,No,No,No,No,No,No,No,No,No,NC,"02 - Automobile",2016,HYUNDAI,SONATA,WHITE,"Transportation Article",False,BLACK,M,"FALLS CHURCH",VA,VA,"A - Marked Patrol",Warning
"3rd District, Silver Spring","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",38.994868,-77.024858,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2005,SAAB,92X,BLACK,"Transportation Article",False,WHITE,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
